Agency_Name,Emission_Year,Facility_Name,Source_Name,Activity_Type,Fuel_Type,Fuel,End_Use_Sector,Technology,Fuel_Quantity,Fuel_Quantity_Units,Mobile_Fuel_Quantity,Mobile_Fuel_Quantity_Units,CO2e_Metric_Tons
California Department of General Services,2010,803 SAN DIEGO GARAGE,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,46320,kWh,0,,14.30825
California Department of General Services,2010,850 Mission Valley State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2281511,kWh,0,,704.75863
California Department of General Services,2010,850 Mission Valley State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,23858,therm,0,,126.49512
California Department of General Services,2010,850 Mission Valley State Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,20,gal,0,,0.2042
California Department of General Services,2010,860 Cal Trans District 11,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3374754,kWh,0,,1042.46133
California Department of General Services,2010,860 Cal Trans District 11,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,34050,therm,0,,180.5331
California Department of General Services,2010,860 Cal Trans District 11,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,25,gal,0,,0.25525
California Department of General Services,2010,901 Stockton State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,584765,kWh,0,,180.63388
California Department of General Services,2010,901 Stockton State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,21800,therm,0,,115.5836
California Department of General Services,2010,901 Stockton State Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,14,gal,0,,0.14294
California Department of General Services,2010,Lease#1798001,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,99120,kWh,0,,30.61816
California Department of General Services,2010,Lease#1798001,Purchased Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,697.2,MMBtu,0,,36.96554
California Department of General Services,2010,Lease#2243001,Purchased Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1420,MMBtu,0,,75.2884
California Department of General Services,2010,Lease#3638001,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,419556,kWh,0,,129.60083
California Department of General Services,2010,Lease#3638001,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,948.4,MMBtu,0,,50.28417
California Department of General Services,2010,Lease#4685001,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,3.5,MMBtu,0,,0.18557
California Department of General Services,2010,Lease#4700001,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,526.3,MMBtu,0,,27.90443
California Department of General Services,2010,Lease#4991001,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5304083,kWh,0,,1638.43095
California Department of General Services,2010,Lease#4991001,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,62375,therm,0,,330.71225
California Department of General Services,2010,Lease#5837001,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1463.8,MMBtu,0,,77.61068
California Department of General Services,2011,000 Grounds,Gasoline Grounds Equipment,Mobile Combustion - Scope 1,Motor Gasoline,All,Non-Highway,Agricultural Equipment,3320,gal,3320,gal,29.1496
California Department of General Services,2011,001 State Capitol,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,8873491,kWh,0,,2741.02089
California Department of General Services,2011,001 State Capitol,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,7,gal,0,,0.07147
California Department of General Services,2011,002 Jesse M Unruh Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1836105,kWh,0,,567.17274
California Department of General Services,2011,002 Jesse M Unruh Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,004 LOB,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3608150,kWh,0,,1114.55734
California Department of General Services,2011,004 LOB,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,1269,therm,0,,6.72824
California Department of General Services,2011,006/056 Agriculture Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1255074,kWh,0,,387.69229
California Department of General Services,2011,006/056 Agriculture Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,008 Energy Commision Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1704995,kWh,0,,526.67286
California Department of General Services,2011,008 Energy Commision Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,54,gal,0,,0.55134
California Department of General Services,2011,009 Office of Buildings and Grounds HQ,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,427865,kWh,0,,132.16748
California Department of General Services,2011,009 Office of Buildings and Grounds HQ,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,2067,therm,0,,10.95923
California Department of General Services,2011,009 Office of Buildings and Grounds HQ,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,12,gal,0,,0.12252
California Department of General Services,2011,010 Education Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1268212,kWh,0,,391.75062
California Department of General Services,2011,010 Education Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,011 Bateson Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3432418,kWh,0,,1060.27374
California Department of General Services,2011,011 Bateson Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,75,gal,0,,0.76575
California Department of General Services,2011,013 Employment Deveopment Dept Solar/Annex,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3269408,kWh,0,,1009.91996
California Department of General Services,2011,013 Employment Deveopment Dept Solar/Annex,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,12,gal,0,,0.12252
California Department of General Services,2011,016 Water Resources Control Board Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2047470,kWh,0,,632.46337
California Department of General Services,2011,016 Water Resources Control Board Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,24,gal,0,,0.24504
California Department of General Services,2011,017 State Printing Plant,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5381750,kWh,0,,1662.42229
California Department of General Services,2011,017 State Printing Plant,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,266070,therm,0,,1410.70314
California Department of General Services,2011,018 Resources Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,10061690,kWh,0,,3108.0555
California Department of General Services,2011,018 Resources Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,23,gal,0,,0.23483
California Department of General Services,2011,021 Personnel Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,852856,kWh,0,,263.44717
California Department of General Services,2011,021 Personnel Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,025 EDD 800 Capitol Mall,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7105802,kWh,0,,2194.98186
California Department of General Services,2011,025 EDD 800 Capitol Mall,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,3495,therm,0,,18.53049
California Department of General Services,2011,025 EDD 800 Capitol Mall,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,028 Board of Equalization (P.E.R.S),Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7559787,kWh,0,,2335.2178
California Department of General Services,2011,028 Board of Equalization (P.E.R.S),Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,68333,therm,0,,362.30157
California Department of General Services,2011,028 Board of Equalization (P.E.R.S),Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,240,gal,0,,2.4504
California Department of General Services,2011,030 Dept. of Justice Office Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,4688000,kWh,0,,1448.12295
California Department of General Services,2011,030 Dept. of Justice Office Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,97266,therm,0,,515.70433
California Department of General Services,2011,030 Dept. of Justice Office Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,250,gal,0,,2.5525
California Department of General Services,2011,031 Dept. of Justice Day Care Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,43283,kWh,0,,13.37012
California Department of General Services,2011,031 Dept. of Justice Day Care Center,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1346,therm,0,,7.13649
California Department of General Services,2011,036 Secretary of State / Archives,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6451161,kWh,0,,1992.76329
California Department of General Services,2011,036 Secretary of State / Archives,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,4053,therm,0,,21.48901
California Department of General Services,2011,036 Secretary of State / Archives,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,150,gal,0,,1.5315
California Department of General Services,2011,038 Library and Courts II,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1405240,kWh,0,,434.07856
California Department of General Services,2011,038 Library and Courts II,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,767,therm,0,,4.06663
California Department of General Services,2011,038 Library and Courts II,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,44,gal,0,,0.44924
California Department of General Services,2011,039/045 Office Building 8 & 9,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5411419,kWh,0,,1671.58704
California Department of General Services,2011,039/045 Office Building 8 & 9,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,2016,therm,0,,10.68883
California Department of General Services,2011,039/045 Office Building 8 & 9,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,049 East End Complex - Block 225,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,4428814,kWh,0,,1368.06041
California Department of General Services,2011,049 East End Complex - Block 225,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,49950,therm,0,,264.8349
California Department of General Services,2011,050 & 057 Legislative Garage - Lot 50 and Cal Net,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,214800,kWh,0,,66.35171
California Department of General Services,2011,051-054 East End Buildings,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,17708254,kWh,0,,5470.07871
California Department of General Services,2011,051-054 East End Buildings,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,227318,therm,0,,1205.24004
California Department of General Services,2011,051-054 East End Buildings,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,81,gal,0,,0.82701
California Department of General Services,2011,057 Cal Net Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,939684,kWh,0,,290.26834
California Department of General Services,2011,057 Cal Net Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,150,gal,0,,1.5315
California Department of General Services,2011,074 State Garage,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,401618,kWh,0,,124.05978
California Department of General Services,2011,074 State Garage,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,10672,MMBtu,0,,565.82944
California Department of General Services,2011,075 Justice Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,10227964,kWh,0,,3159.41753
California Department of General Services,2011,075 Justice Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,59185,therm,0,,313.79887
California Department of General Services,2011,075 Justice Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,192,gal,0,,1.96032
California Department of General Services,2011,076 Parking Garage,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,349200,kWh,0,,107.86786
California Department of General Services,2011,076 Parking Garage,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1366,therm,0,,7.24253
California Department of General Services,2011,078 Block 224 Parking Garage,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,205440,kWh,0,,63.46041
California Department of General Services,2011,084 Franchise Tax Board Buildings,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,24145980,kWh,0,,7458.69193
California Department of General Services,2011,084 Franchise Tax Board Buildings,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,177137,therm,0,,939.18037
California Department of General Services,2011,084 Franchise Tax Board Buildings,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,1342,gal,0,,13.70182
California Department of General Services,2011,087 Senator William P. Campbell Bldg,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2943000,kWh,0,,909.09254
California Department of General Services,2011,087 Senator William P. Campbell Bldg,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,41425,therm,0,,219.63535
California Department of General Services,2011,091 Blue Anchor/Commerce Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,220999,kWh,0,,68.26658
California Department of General Services,2011,091 Blue Anchor/Commerce Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,9140,therm,0,,48.46028
California Department of General Services,2011,095 Heat and Cooling Plant,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,12001430,kWh,0,,3707.24108
California Department of General Services,2011,095 Heat and Cooling Plant,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,2678898,therm,0,,14203.5172
California Department of General Services,2011,095 Heat and Cooling Plant,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,92,gal,0,,0.93932
California Department of General Services,2011,106 State Records Center Warehouse,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,175680,kWh,0,,54.26754
California Department of General Services,2011,106 State Records Center Warehouse,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,11459,therm,0,,60.75562
California Department of General Services,2011,120 805 R Street Warehouse,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,43860,kWh,0,,13.54835
California Department of General Services,2011,120 805 R Street Warehouse,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,305,therm,0,,1.61711
California Department of General Services,2011,330 California Towers,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1868800,kWh,0,,577.27222
California Department of General Services,2011,330 California Towers,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,19677,therm,0,,104.32745
California Department of General Services,2011,330 California Towers,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,23,gal,0,,0.23483
California Department of General Services,2011,402 Earl Warren/ Hiram Johnson Bldg.,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,9790434,kWh,0,,3024.26454
California Department of General Services,2011,402 Earl Warren/ Hiram Johnson Bldg.,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1220,therm,0,,6.46844
California Department of General Services,2011,402 Earl Warren/ Hiram Johnson Bldg.,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,450,gal,0,,4.5945
California Department of General Services,2011,402 Earl Warren/ Hiram Johnson Bldg.,Steam,Purchased Steam - Scope 2,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,20084785600,Btu,0,,1419.86044
California Department of General Services,2011,418 Governor Edmond G. (Pat) Brown Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2752463,kWh,0,,850.23567
California Department of General Services,2011,418 Governor Edmond G. (Pat) Brown Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,28994,therm,0,,153.72619
California Department of General Services,2011,418 Governor Edmond G. (Pat) Brown Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,150,gal,0,,1.5315
California Department of General Services,2011,460 Redding State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,310,kWh,0,,0.09576
California Department of General Services,2011,460 Redding State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,7543,therm,0,,39.99299
California Department of General Services,2011,461 Red Bluff State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,457800,kWh,0,,141.4144
California Department of General Services,2011,461 Red Bluff State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,8245,therm,0,,43.71499
California Department of General Services,2011,470 Alfred E. Alquist Bldg (AKA: San Jose SB),Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1257341,kWh,0,,388.39257
California Department of General Services,2011,470 Alfred E. Alquist Bldg (AKA: San Jose SB),Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,34032,therm,0,,180.43766
California Department of General Services,2011,470 Alfred E. Alquist Bldg (AKA: San Jose SB),Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,480 Judge Joseph Rattigan Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,724086,kWh,0,,223.67013
California Department of General Services,2011,480 Judge Joseph Rattigan Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,25735,therm,0,,136.44697
California Department of General Services,2011,480 Judge Joseph Rattigan Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10,gal,0,,0.1021
California Department of General Services,2011,509 Ronald Reagan Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,9629136,kWh,0,,2974.4396
California Department of General Services,2011,509 Ronald Reagan Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,158741,therm,0,,841.64478
California Department of General Services,2011,509 Ronald Reagan Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,86,gal,0,,0.87806
California Department of General Services,2011,512 Junipero Serra Office Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,5354449,kWh,0,,1653.98901
California Department of General Services,2011,512 Junipero Serra Office Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,44725,therm,0,,237.13195
California Department of General Services,2011,512 Junipero Serra Office Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,150,gal,0,,1.5315
California Department of General Services,2011,520 Santa Ana State Building,Chilled Water,Purchased Cooling - Scope 2,WECC California,All,All,Electric-Driven Compressor,2974600,Btu,0,,0.64101
California Department of General Services,2011,520 Santa Ana State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1641730,kWh,0,,507.13031
California Department of General Services,2011,520 Santa Ana State Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,110,gal,0,,1.1231
California Department of General Services,2011,520 Santa Ana State Building,Steam,Purchased Steam - Scope 2,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,2645220160,Btu,0,,186.99943
California Department of General Services,2011,530 Van Nuys State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1620480,kWh,0,,500.56619
California Department of General Services,2011,530 Van Nuys State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,10677,therm,0,,56.60945
California Department of General Services,2011,"602 Elihu Harris State Building, Oakland",Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6861158,kWh,0,,2119.41134
California Department of General Services,2011,"602 Elihu Harris State Building, Oakland",Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,73343,therm,0,,388.86459
California Department of General Services,2011,"602 Elihu Harris State Building, Oakland",Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,171,gal,0,,1.74591
California Department of General Services,2011,701 Hugh Burns State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1395076,kWh,0,,430.9389
California Department of General Services,2011,701 Hugh Burns State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,34625,therm,0,,183.58175
California Department of General Services,2011,701 Hugh Burns State Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,24,gal,0,,0.24504
California Department of General Services,2011,753 Fresno Water Resources Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,486840,kWh,0,,150.38485
California Department of General Services,2011,753 Fresno Water Resources Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,9867,therm,0,,52.31483
California Department of General Services,2011,801 San Diego State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1382924,kWh,0,,427.18515
California Department of General Services,2011,801 San Diego State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,33680,therm,0,,178.57136
California Department of General Services,2011,801 San Diego State Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,80,gal,0,,0.8168
California Department of General Services,2011,803 SAN DIEGO GARAGE,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16720,kWh,0,,5.16481
California Department of General Services,2011,850 Mission Valley State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2150131,kWh,0,,664.17535
California Department of General Services,2011,850 Mission Valley State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,27747,therm,0,,147.11459
California Department of General Services,2011,850 Mission Valley State Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,88,gal,0,,0.89848
California Department of General Services,2011,860 Cal Trans District 11,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3378455,kWh,0,,1043.60457
California Department of General Services,2011,860 Cal Trans District 11,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,28766,therm,0,,152.51733
California Department of General Services,2011,860 Cal Trans District 11,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,300,gal,0,,3.063
California Department of General Services,2011,901 Stockton State Building,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,613685,kWh,0,,189.56726
California Department of General Services,2011,901 Stockton State Building,Stationary Combustion,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,19638,therm,0,,104.12068
California Department of General Services,2011,901 Stockton State Building,Stationary Combustion,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,6,gal,0,,0.06126
California Department of General Services,2011,Lease#1798001,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,107400,kWh,0,,33.17585
California Department of General Services,2011,Lease#1798001,Purchased Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,703.7,MMBtu,0,,37.31017
